5.7210 	EXP 	KidFlanker: status = NOT_STARTED
6.8548 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.5, name='unnamed Rect', opacity=1, ori=0.0, pos=array([ 0.75, -0.45]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
6.8550 	EXP 	window1: mouseVisible = False
6.8961 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1.        ,  0.00392157, -1.        ]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Correct!', units='height', win=Window(...), wrapWidth=1)
6.8962 	EXP 	window1: mouseVisible = False
6.8993 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Incorrect', units='height', win=Window(...), wrapWidth=1)
6.8994 	EXP 	window1: mouseVisible = False
6.9043 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Respond faster!', units='height', win=Window(...), wrapWidth=1)
6.9043 	EXP 	window1: mouseVisible = False
6.9049 	EXP 	Created text_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1.4)
6.9050 	EXP 	window1: mouseVisible = False
6.9169 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
6.9170 	EXP 	window1: mouseVisible = False
6.9292 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
6.9711 	EXP 	text_instr: height = 0.05
6.9711 	EXP 	text_instr: height = 0.05
6.9711 	EXP 	text_instr: height = 0.05
6.9711 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
6.9731 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
6.9920 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.0087 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.0253 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.0420 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.0587 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.0756 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.0930 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.1168 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.1252 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.1419 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.1585 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.1752 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.1918 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.2085 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.2252 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.2419 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.2585 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.2751 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.2918 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.3084 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.3251 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.3422 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.3584 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.3752 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.3918 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.4084 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.4251 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.4420 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.4584 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.4751 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.4917 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.5083 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.5250 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.5417 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.5583 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.5750 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.5917 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.6083 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.6250 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.6417 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.6583 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.6751 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.6918 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.7093 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.7269 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.7416 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.7582 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.7750 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.7919 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.8084 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.8255 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.8417 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.8583 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.8749 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.8919 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.9083 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.9251 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.9418 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.9584 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.9749 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
7.9919 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.0083 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.0252 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.0418 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.0583 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.0766 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.0918 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.1083 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.1249 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.1416 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.1582 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.1749 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.1915 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.2081 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.2249 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.2417 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.2583 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.2751 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.2916 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.3081 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.3249 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.3415 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.3581 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.3750 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.3915 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.4082 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.4250 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.4416 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.4582 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.4749 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.4916 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.5081 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.5247 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.5416 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.5581 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.5748 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.5915 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.6081 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.6247 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.6414 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.6581 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.6754 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.6914 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.7080 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.7248 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.7415 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.7585 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.7749 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.7914 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.8080 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.8248 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.8414 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.8580 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.8747 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.8913 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.9079 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.9248 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.9413 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.9579 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.9746 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
8.9912 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
9.0079 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
9.0246 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
9.0413 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
9.0579 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
9.0746 	EXP 	text_instr: text = 'You will see five fish in a row, some facing left, some right.\n Your task is to identify the direction of the middle fish by pressing the corresponding key.\n\n Press any key to continue.'
